序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
520,601985,中国核电,7.12,3.19,0.22,1208879.0,850888673.0,3.91,7.13,6.86,6.87,6.9,2.65,0.64,11.11,1.57,134353528441.0,134353528441.0,0.28,0.14,18.47,18.67
521,601162,天风证券,3.24,3.18,0.1,2981768.0,967223997.0,6.05,3.32,3.13,3.13,3.14,4.31,3.44,12.82,1.19,28077054183.0,28077054183.0,0.0,0.31,5.19,12.89
522,603603,*ST博天,3.57,3.18,0.11,93890.0,33259846.0,5.49,3.63,3.44,3.47,3.46,1.73,1.15,83.7,2.05,3457530010.0,2918627521.0,0.0,-0.28,-30.68,-24.84
523,601398,工商银行,4.87,3.18,0.15,3762092.0,1806069096.0,4.24,4.88,4.68,4.7,4.72,2.45,0.14,4.81,0.54,1735698472023.0,1313011475065.0,0.21,0.21,13.26,12.21
524,300533,冰川网络,68.21,3.18,2.1,118917.0,813474469.41,6.53,70.49,66.17,69.96,66.11,1.42,11.18,13.6,5.2,10404604702.0,7258012398.0,0.46,0.47,143.78,175.15
525,300486,东杰智能,8.46,3.17,0.26,25565.0,21613424.5,5.85,8.64,8.16,8.22,8.2,2.2,0.66,45.9,2.16,3439069363.0,3270053427.0,0.12,0.12,-6.83,2.92
526,601717,郑煤机,14.65,3.17,0.45,124614.0,181191508.0,4.44,14.74,14.11,14.2,14.2,1.97,0.82,8.34,1.4,26109903461.0,22185429231.0,-0.2,0.27,12.0,31.27
527,600332,白云山,34.53,3.17,1.06,165899.0,566673111.0,5.98,34.9,32.9,33.05,33.47,2.39,1.18,7.35,1.65,56138561469.0,48545414469.0,0.15,0.06,14.49,15.91
528,300516,久之洋,36.06,3.15,1.1,67147.0,239952405.82,8.47,36.98,34.02,34.61,34.96,1.25,3.73,344.41,5.16,6490800000.0,6490800000.0,0.14,0.36,27.06,48.15
529,000539,粤电力Ａ,6.24,3.14,0.19,194774.0,120085559.42,4.46,6.27,6.0,6.04,6.05,1.37,0.76,92.62,1.62,32761772073.0,15936415242.0,0.0,-0.16,1.79,12.43
530,600880,博瑞传播,6.9,3.14,0.21,834898.0,567785413.0,4.04,6.93,6.66,6.83,6.69,2.23,7.64,207.45,2.5,7543991435.0,7541908208.0,0.58,0.58,21.05,28.01
531,301311,昆船智能,18.73,3.14,0.57,36844.0,68700891.71,5.29,18.96,18.0,18.0,18.16,1.47,6.47,175.11,2.51,4495200000.0,1065899483.0,0.05,-0.05,-14.16,5.64
532,002716,金贵银业,3.29,3.13,0.1,365112.0,120323681.88,2.82,3.35,3.26,3.28,3.19,2.36,1.67,-357.62,3.96,7272476200.0,7175706795.0,0.0,0.0,2.17,9.3
533,300438,鹏辉能源,53.78,3.13,1.63,135247.0,733996855.72,6.4,55.58,52.24,52.3,52.15,1.88,3.77,33.99,5.97,24808281931.0,19296524994.0,-0.02,0.17,-26.28,-31.04
534,600609,金杯汽车,4.29,3.13,0.13,105235.0,45020266.0,3.85,4.33,4.17,4.18,4.16,3.64,0.96,24.56,5.68,5625050394.0,4687541996.0,0.0,0.0,-3.16,2.63
535,300823,建科机械,18.19,3.12,0.55,12431.0,22392530.0,2.95,18.22,17.7,17.86,17.64,2.66,1.33,32.22,1.74,1701839865.0,1701839865.0,0.11,0.06,3.94,13.26
536,600826,兰生股份,10.59,3.12,0.32,52336.0,55263428.0,5.06,10.74,10.22,10.33,10.27,2.01,1.25,-158.23,1.59,5641939572.0,4421139124.0,0.19,0.19,11.83,15.23
537,834062,科润智控,5.3,3.11,0.16,5531.0,2901294.22,2.92,5.33,5.18,5.18,5.14,1.64,0.52,14.08,1.53,975657268.0,564428074.0,0.0,0.0,-3.28,2.32
538,600717,天津港,4.97,3.11,0.15,599419.0,292865760.0,5.19,5.0,4.75,4.84,4.82,2.89,2.07,12.84,0.79,14383185159.0,14383185159.0,0.0,0.0,19.18,21.22
539,603229,奥翔药业,23.57,3.11,0.71,54809.0,127978565.0,4.51,23.8,22.77,22.86,22.86,1.47,1.36,26.65,4.92,9984746781.0,9471998213.0,-0.08,-0.04,-12.83,-0.97
540,002287,奇正藏药,25.25,3.1,0.76,42076.0,104747501.02,6.45,25.58,24.0,24.3,24.49,2.44,0.8,36.08,4.06,13387322094.0,13349649700.0,0.0,0.16,4.51,10.5
541,603669,灵康药业,5.33,3.09,0.16,26498.0,14056159.0,5.22,5.38,5.11,5.16,5.17,2.22,0.37,-41.8,3.78,3844199521.0,3844199521.0,0.19,0.0,-12.19,-7.14
542,600011,华能国际,10.0,3.09,0.3,438533.0,431834603.0,4.12,10.0,9.6,9.66,9.7,1.09,0.4,17.44,3.26,156980933590.0,109977099190.0,0.1,0.4,28.21,31.41
543,300962,中金辐照,16.68,3.09,0.5,18957.0,31501054.74,4.7,16.83,16.07,16.24,16.18,2.9,1.57,37.57,4.8,4403551642.0,2016644676.0,-0.12,-0.12,-0.12,9.38
544,603356,华菱精工,13.02,3.09,0.39,13471.0,17393162.0,4.83,13.14,12.53,12.64,12.63,1.12,1.01,-503.95,2.24,1736086800.0,1736086800.0,-0.23,-0.08,-16.32,-2.84
545,688063,派能科技,249.64,3.08,7.47,38901.0,976941695.0,8.14,259.75,240.04,242.48,242.17,1.13,4.65,23.73,4.45,43843357770.0,20903383720.0,0.26,-0.02,-16.51,-20.91
546,600191,华资实业,6.02,3.08,0.18,78309.0,46702817.0,5.48,6.08,5.76,5.77,5.84,3.81,1.61,16.44,1.9,2919290640.0,2919290640.0,0.33,0.17,2.56,15.55
547,601628,中国人寿,40.2,3.08,1.2,175893.0,697602690.0,7.21,40.36,37.55,38.55,39.0,1.7,0.08,15.88,2.46,1136241141000.0,837105906000.0,0.3,0.07,19.96,8.3
548,600365,ST通葡,3.35,3.08,0.1,29495.0,9856945.0,4.31,3.4,3.26,3.28,3.25,3.01,0.74,-39.45,4.3,1425090000.0,1340000000.0,0.0,0.0,-19.66,-18.69
549,603682,锦和商管,5.38,3.07,0.16,31395.0,16759935.0,3.83,5.4,5.2,5.2,5.22,2.07,0.66,27.41,2.22,2542050000.0,2542050000.0,0.19,0.0,-4.1,-0.55
550,603958,哈森股份,6.39,3.06,0.19,31293.0,20091405.0,5.65,6.55,6.2,6.22,6.2,4.97,1.43,-29.05,1.77,1414490400.0,1401710400.0,0.16,0.16,-5.33,-0.93
551,002276,万马股份,11.1,3.06,0.33,454759.0,506843055.32,3.44,11.31,10.94,10.99,10.77,3.18,4.39,31.33,2.3,11493928988.0,11491837337.0,0.18,0.27,21.18,34.55
552,300058,蓝色光标,13.48,3.06,0.4,3667013.0,4819886948.02,7.42,13.58,12.61,13.04,13.08,1.41,15.81,56.44,4.48,33579190002.0,31260808666.0,0.3,0.3,134.03,166.93
553,601607,上海医药,23.61,3.06,0.7,152211.0,354600263.0,3.93,23.66,22.76,22.88,22.91,1.49,0.79,14.38,1.27,87321565144.0,45489813373.0,0.17,0.38,24.59,32.42
554,600715,文投控股,2.7,3.05,0.08,402858.0,107676502.0,6.11,2.72,2.56,2.58,2.62,1.89,2.17,-22.92,6.42,5008104450.0,5008104450.0,0.0,0.37,15.88,11.57
555,838971,天马新材,16.21,3.05,0.48,401.0,644571.87,1.84,16.27,15.98,15.98,15.73,1.88,0.22,48.85,2.18,934128288.0,288817866.0,-0.12,0.0,-6.25,0.06
556,600732,爱旭股份,32.15,3.04,0.95,214897.0,689636573.0,6.09,32.6,30.7,30.88,31.2,1.93,1.89,14.92,4.29,41880208206.0,36611979899.0,0.06,0.19,-12.28,-14.99
557,600928,西安银行,3.73,3.04,0.11,238949.0,88060207.0,3.87,3.74,3.6,3.62,3.62,2.62,0.71,6.3,0.55,16577777780.0,12597684973.0,0.27,0.27,6.88,5.97
558,600320,振华重工,4.07,3.04,0.12,333593.0,134956765.0,3.29,4.09,3.96,3.96,3.95,2.66,1.0,41.38,1.45,21442198749.0,13520530480.0,-0.25,-0.25,22.59,26.79
559,600681,百川能源,4.41,3.04,0.13,57964.0,25331847.0,2.8,4.42,4.3,4.32,4.28,3.75,0.43,8.71,1.65,6010877632.0,6006264605.0,0.0,-0.23,3.52,7.04
560,002244,滨江集团,9.5,3.04,0.28,151670.0,142808591.54,4.66,9.58,9.15,9.36,9.22,1.89,0.57,13.2,1.23,29558716955.0,25482360530.0,0.0,0.11,-6.4,7.59
561,002830,名雕股份,12.25,3.03,0.36,17778.0,21655323.0,5.8,12.37,11.68,11.9,11.89,1.51,2.66,-78.87,2.5,1633415000.0,818943125.0,0.08,0.25,-8.92,5.97
562,002743,富煌钢构,5.79,3.02,0.17,58533.0,33759429.84,4.45,5.84,5.59,5.63,5.62,2.7,1.35,33.1,0.8,2520204488.0,2515644863.0,0.0,-0.17,-0.34,8.43
563,000528,柳    工,7.85,3.02,0.23,291932.0,228045558.44,2.89,7.89,7.67,7.69,7.62,2.14,2.07,12.15,0.95,15317400899.0,11091605093.0,0.13,0.0,26.61,33.5
564,002936,郑州银行,2.39,3.02,0.07,658453.0,155767425.51,3.88,2.4,2.31,2.32,2.32,4.46,1.08,4.16,0.47,19754634862.0,14542337386.0,0.0,0.0,-0.83,1.7
565,603195,公牛集团,152.67,3.02,4.47,7947.0,119650467.0,4.18,153.0,146.8,148.35,148.2,2.43,0.13,31.17,6.97,91766515665.0,91467282465.0,0.01,-0.01,0.64,6.57
566,600710,苏美达,7.18,3.01,0.21,189020.0,134337605.0,4.16,7.22,6.93,6.94,6.97,2.01,1.45,9.28,1.44,9382460936.0,9382460936.0,0.0,0.0,15.81,22.11
567,603733,仙鹤股份,24.97,3.01,0.73,33676.0,84153618.0,5.82,25.46,24.05,24.1,24.24,1.83,0.48,36.09,2.62,17628204964.0,17628204964.0,0.12,-0.4,-17.75,-18.05
568,002274,华昌化工,7.87,3.01,0.23,70398.0,55428746.49,4.58,8.0,7.65,7.68,7.64,3.02,0.75,9.12,1.44,7495109764.0,7382053153.0,-0.13,-0.13,-2.84,7.96
569,600027,华电国际,6.51,3.01,0.19,643747.0,415495154.0,4.27,6.53,6.26,6.3,6.32,1.65,0.76,14.58,1.78,66115600010.0,54936409274.0,0.31,0.46,10.34,10.71
570,001223,欧克科技,67.16,3.01,1.96,5834.0,39108999.0,5.44,68.17,64.62,64.93,65.2,1.36,3.5,38.0,2.49,4478228800.0,1120228800.0,0.07,0.15,-30.12,11.75
571,603700,宁水集团,14.41,3.0,0.42,36454.0,52024552.0,4.36,14.44,13.83,13.92,13.99,4.7,1.79,71.54,1.89,2928717220.0,2928717220.0,0.0,0.0,4.8,9.58
572,000623,吉林敖东,17.5,3.0,0.51,236992.0,412392710.79,4.0,17.73,17.05,17.2,16.99,3.61,2.04,10.48,0.78,20354291178.0,20287895268.0,-0.11,-0.06,12.32,16.74
573,000732,ST泰禾,1.03,3.0,0.03,374097.0,38415402.06,5.0,1.05,1.0,1.0,1.0,1.45,1.51,-1.06,0.66,2563568483.0,2560255623.0,0.98,0.98,-18.9,-24.26
574,002517,恺英网络,17.18,3.0,0.5,978000.0,1677117177.39,6.59,17.7,16.6,16.96,16.68,1.62,5.13,31.9,7.73,36980252952.0,32758332652.0,0.88,0.53,103.31,161.89
575,000887,中鼎股份,12.03,3.0,0.35,146897.0,177032236.66,3.0,12.18,11.83,11.88,11.68,1.94,1.12,15.09,1.39,15837371656.0,15806184808.0,0.0,0.08,-24.95,-16.86
576,300232,洲明科技,8.6,2.99,0.25,346036.0,296819709.57,5.51,8.72,8.26,8.31,8.35,1.78,3.95,16.27,1.97,9409169502.0,7529603692.0,0.0,0.0,42.15,56.65
577,002730,电光科技,8.99,2.98,0.26,65045.0,58187037.0,4.35,9.04,8.66,8.7,8.73,2.87,1.88,41.28,2.17,3255098121.0,3110808621.0,0.0,0.0,3.57,16.3
578,600863,内蒙华电,4.15,2.98,0.12,1100679.0,453695858.0,4.47,4.19,4.01,4.02,4.03,1.34,1.69,7.86,1.75,27086584416.0,27086584416.0,-0.24,-0.24,16.57,18.91
579,002563,森马服饰,6.92,2.98,0.2,321214.0,221441069.06,4.61,7.02,6.71,6.82,6.72,4.51,1.71,14.99,1.66,18643103907.0,12988407777.0,0.0,-0.29,26.97,32.06
580,430418,苏轴股份,10.73,2.98,0.31,866.0,927831.29,3.93,10.85,10.44,10.44,10.42,3.08,0.17,11.99,1.62,1037805600.0,548759207.0,-0.46,-0.46,-0.56,12.36
581,002773,康弘药业,19.06,2.97,0.55,69184.0,130741688.6,5.29,19.3,18.32,18.5,18.51,1.65,1.0,15.68,2.44,17524982963.0,13163942795.0,-0.05,0.0,7.2,21.48
582,002144,宏达高科,11.09,2.97,0.32,29534.0,32585213.0,3.9,11.18,10.76,10.76,10.77,2.55,2.14,28.45,1.0,1960296436.0,1529306619.0,0.09,0.09,-7.43,9.8
583,300847,中船汉光,14.91,2.97,0.43,79390.0,118426093.5,5.32,15.14,14.37,14.45,14.48,1.94,5.26,50.48,3.45,4413509100.0,2251803445.0,0.07,-0.13,-29.17,-5.63
584,300798,锦鸡股份,6.59,2.97,0.19,16281.0,10673818.0,5.0,6.64,6.32,6.43,6.4,1.64,0.51,144.02,2.19,2752978536.0,2095577086.0,0.15,0.15,-1.64,-3.09
585,300749,顶固集创,7.98,2.97,0.23,26893.0,21385918.0,4.13,8.07,7.75,7.8,7.75,2.87,1.73,86.97,2.25,1646717289.0,1242652383.0,0.0,0.0,-2.21,12.08
586,300753,爱朋医疗,15.63,2.96,0.45,28962.0,44655711.2,4.08,15.69,15.07,15.18,15.18,1.2,3.89,405.18,2.87,1970130240.0,1164129043.0,0.0,0.0,-13.69,-13.5
587,000506,中润资源,4.87,2.96,0.14,609180.0,300256691.29,3.38,5.02,4.86,4.97,4.73,1.41,6.56,-29.85,7.48,4524316496.0,4522627580.0,0.0,0.0,35.28,50.77
588,300740,水羊股份,14.97,2.96,0.43,90551.0,133663186.1,5.23,15.17,14.41,14.6,14.54,2.25,2.54,27.95,3.23,5829072732.0,5328860152.0,-0.07,-0.27,10.56,-0.99
589,603111,康尼机电,4.88,2.95,0.14,104153.0,50901025.0,4.22,4.94,4.74,4.74,4.74,1.76,1.25,36.42,1.33,4847184362.0,4079598260.0,-0.2,0.0,11.93,17.87
590,831305,海希通讯,8.02,2.95,0.23,1063.0,831192.82,4.62,8.08,7.72,7.74,7.79,1.68,0.13,32.83,1.53,1124885200.0,655806436.0,0.0,0.0,-3.49,6.23
591,000078,海王生物,3.49,2.95,0.1,246193.0,85146158.04,4.13,3.5,3.36,3.37,3.39,3.61,0.94,32.2,2.02,9600408067.0,9142316209.0,0.29,0.29,3.56,5.12
592,300718,长盛轴承,17.46,2.95,0.5,27142.0,47219834.0,3.66,17.58,16.96,16.96,16.96,1.66,1.47,25.23,3.67,5203264186.0,3234385767.0,0.29,0.29,-22.33,-23.52
593,003010,若羽臣,18.16,2.95,0.52,24100.0,43573144.76,4.14,18.5,17.77,17.8,17.64,1.48,3.36,80.33,2.04,2210069094.0,1301759503.0,0.33,0.28,-8.0,-3.66
594,002046,国机精工,11.88,2.95,0.34,63356.0,74579786.24,3.81,11.92,11.48,11.49,11.54,1.56,1.21,21.11,1.98,6286056429.0,6229267047.0,0.0,-0.08,-8.55,7.32
595,600611,大众交通,3.15,2.94,0.09,153983.0,48238929.0,3.59,3.16,3.05,3.07,3.06,5.11,0.98,18.78,0.79,7446987022.0,4924446547.0,0.0,0.32,0.0,4.3
596,600261,阳光照明,3.5,2.94,0.1,111491.0,38734177.0,4.41,3.51,3.36,3.36,3.4,3.2,0.79,21.26,1.36,4951308705.0,4951308705.0,-0.28,-0.28,4.48,9.72
597,603109,神驰机电,16.46,2.94,0.47,66876.0,110968189.0,5.0,16.95,16.15,16.5,15.99,4.86,3.23,14.04,2.0,3447557534.0,3404786488.0,0.12,0.0,-0.54,15.92
598,002741,光华科技,16.47,2.94,0.47,73128.0,122173329.65,6.88,17.2,16.1,16.1,16.0,3.45,2.17,-8.7,4.13,6560361578.0,5549712638.0,0.12,0.24,-23.89,-8.75
599,300535,达威股份,13.32,2.94,0.38,14124.0,18671517.9,4.87,13.38,12.75,12.75,12.94,2.88,1.61,94.73,1.54,1396507601.0,1170416665.0,-0.08,-0.08,-5.13,3.66
600,000413,东旭光电,1.76,2.92,0.05,259409.0,45459525.06,2.92,1.77,1.72,1.72,1.71,1.51,0.52,-11.0,0.44,9913639908.0,8851553997.0,0.0,0.0,-5.38,-0.56
601,601619,嘉泽新能,4.94,2.92,0.14,416380.0,207165750.0,5.63,5.05,4.78,4.82,4.8,2.77,1.74,12.22,2.0,12025503350.0,11822054390.0,-0.2,0.2,25.7,31.03
602,600736,苏州高新,4.95,2.91,0.14,77611.0,38186151.0,2.91,4.95,4.81,4.81,4.81,2.63,0.67,13.98,0.77,5698899890.0,5698899890.0,0.41,0.2,-7.13,5.77
603,002219,新里程,4.95,2.91,0.14,249724.0,122864553.86,4.99,5.01,4.77,4.83,4.81,1.87,0.77,193.98,8.34,16739705827.0,16052162544.0,0.2,-0.2,2.91,25.63
604,002775,文科园林,3.89,2.91,0.11,64566.0,24977000.2,5.03,3.91,3.72,3.72,3.78,2.4,1.45,128.82,6.71,2383663836.0,1736273189.0,0.26,0.26,-10.57,-4.89
605,601106,中国一重,3.54,2.91,0.1,734607.0,257726511.0,4.65,3.56,3.4,3.42,3.44,2.65,1.07,162.78,2.07,24276551562.0,24276551562.0,0.0,0.28,14.94,20.82
606,600420,国药现代,13.82,2.9,0.39,110826.0,151451441.0,4.54,13.88,13.27,13.4,13.43,0.82,1.08,22.6,1.58,16198233329.0,14192912896.0,0.07,0.22,37.65,51.87
607,002531,天顺风能,14.18,2.9,0.4,176715.0,252309974.75,4.72,14.45,13.8,13.92,13.78,1.59,0.99,32.37,3.1,25559578499.0,25248145924.0,-0.07,0.07,-10.59,-6.28
608,601318,中国平安,53.3,2.9,1.5,1204157.0,6333942525.0,6.58,54.0,50.59,50.77,51.8,1.97,1.11,6.35,1.07,974336867153.0,577381017743.0,-0.06,0.11,7.46,13.4
609,600790,轻纺城,4.62,2.9,0.13,120623.0,55326576.0,3.12,4.64,4.5,4.55,4.49,1.17,0.82,23.85,1.11,6771954087.0,6771954087.0,0.43,0.43,0.43,-0.65
610,300306,远方信息,13.86,2.9,0.39,160629.0,213492534.1,8.91,13.97,12.77,12.98,13.47,1.43,10.6,59.49,2.45,3727768663.0,2099861296.0,0.29,0.65,26.58,49.35
611,002747,埃斯顿,23.46,2.89,0.66,170773.0,406878389.0,4.52,24.33,23.3,23.47,22.8,2.89,2.18,118.42,7.21,20389449466.0,18398230471.0,0.0,0.17,-11.3,8.21
612,603076,乐惠国际,42.0,2.89,1.18,18523.0,78231223.0,4.68,42.88,40.97,40.97,40.82,1.83,1.53,181.59,3.85,5069456448.0,5069456448.0,-0.17,-0.26,9.52,14.13
613,600543,*ST莫高,5.34,2.89,0.15,227162.0,122493317.0,3.08,5.45,5.29,5.45,5.19,5.95,7.07,-119.39,1.79,1714780800.0,1714780800.0,0.19,0.38,-7.29,-14.97
614,600321,正源股份,1.78,2.89,0.05,180968.0,32134035.0,5.78,1.81,1.71,1.71,1.73,3.0,1.2,44.18,1.68,2688779000.0,2688779000.0,0.0,0.56,-4.3,-1.66
615,300129,泰胜风能,9.62,2.89,0.27,212868.0,204027324.1,6.42,9.77,9.17,9.2,9.35,1.22,3.4,24.81,2.18,8993730612.0,6016869154.0,-0.1,-0.1,8.58,34.17
616,600705,中航产融,3.93,2.88,0.11,744597.0,289412048.0,3.93,3.94,3.79,3.81,3.82,2.28,0.85,51.83,0.93,34704619607.0,34601389594.0,0.26,0.26,-23.69,19.82
617,600025,华能水电,7.15,2.88,0.2,223630.0,158612373.0,3.74,7.18,6.92,6.94,6.95,2.27,0.12,40.06,2.32,128700000000.0,128700000000.0,0.0,-0.14,7.52,8.33
618,000166,申万宏源,4.65,2.88,0.13,1039251.0,478762915.87,4.42,4.69,4.49,4.52,4.52,2.46,0.46,14.47,1.19,116435742204.0,104790109019.0,0.0,0.0,10.71,16.83
619,600390,五矿资本,5.73,2.87,0.16,451187.0,255342129.0,3.59,5.73,5.53,5.57,5.57,2.32,1.0,6.76,0.62,25773915080.0,25773915080.0,0.35,0.7,4.56,12.8
620,300413,芒果超媒,36.91,2.87,1.03,159153.0,562390931.71,6.27,36.96,34.71,35.34,35.88,1.03,1.56,31.67,3.56,69048305282.0,37710945450.0,1.23,2.39,7.14,22.95
621,300163,先锋新材,3.24,2.86,0.09,110389.0,35684047.0,3.81,3.27,3.15,3.15,3.15,2.35,2.33,-73.44,2.61,1535760000.0,1534544028.0,0.31,0.0,-4.71,4.85
622,002471,中超控股,2.52,2.86,0.07,237377.0,59893785.0,5.31,2.59,2.46,2.47,2.45,2.55,1.87,-18.1,2.39,3195360000.0,3190798092.0,0.4,0.0,-12.5,-3.45
623,002392,北京利尔,3.6,2.86,0.1,92918.0,33321775.57,2.57,3.61,3.52,3.55,3.5,3.69,1.05,13.73,0.86,4285767020.0,3181487998.0,0.0,0.0,-5.51,3.15
624,601939,建设银行,6.49,2.85,0.18,1721304.0,1103246268.0,4.28,6.5,6.23,6.27,6.31,2.37,1.79,4.57,0.58,1622571243884.0,62262837863.0,0.0,0.0,15.89,15.28
625,688529,豪森股份,22.75,2.85,0.63,7442.0,16881395.0,4.52,22.95,21.95,22.12,22.12,2.45,1.58,25.97,2.36,2912000000.0,1069804873.0,0.0,0.09,-10.61,2.62
626,601598,中国外运,4.7,2.84,0.13,395407.0,181481166.0,5.25,4.71,4.47,4.54,4.57,2.54,0.75,8.92,0.96,34282819313.0,24702809313.0,0.64,-0.21,18.09,22.4
627,002873,新天药业,14.1,2.84,0.39,40609.0,56607969.6,4.3,14.16,13.57,13.66,13.71,1.62,1.82,32.59,2.88,3270910005.0,3145476264.0,0.14,0.36,-4.21,-2.62
628,002634,棒杰股份,8.68,2.84,0.24,40339.0,34971712.0,6.04,8.81,8.3,8.44,8.44,1.41,1.09,261.32,4.32,3987179813.0,3214601639.0,0.12,0.12,-25.17,-11.7
629,300002,神州泰岳,14.12,2.84,0.39,2097128.0,2947235849.96,9.25,14.63,13.36,14.04,13.73,1.54,11.53,38.86,5.5,27690618814.0,25687019802.0,0.64,1.15,162.94,225.35
630,601089,福元医药,19.24,2.83,0.53,46979.0,89574855.0,5.02,19.44,18.5,18.76,18.71,1.48,3.91,20.31,2.81,9235200000.0,2308800000.0,-0.05,-0.1,19.73,25.51
631,300147,香雪制药,5.82,2.83,0.16,177100.0,102088082.35,4.24,5.84,5.6,5.61,5.66,2.12,2.69,212.07,1.6,3848644042.0,3825957664.0,0.17,0.17,-1.02,-4.12
632,002221,东华能源,9.1,2.82,0.25,134318.0,121402737.18,6.44,9.28,8.71,8.75,8.85,2.06,0.92,69.16,1.38,14342762680.0,13281112044.0,0.0,0.11,-2.15,19.27
633,601155,新城控股,15.29,2.82,0.42,155045.0,235083457.0,4.98,15.46,14.72,14.9,14.87,2.33,0.69,13.09,0.57,34488473468.0,34488473468.0,0.33,0.13,-24.23,-25.41
634,300653,正海生物,47.35,2.82,1.3,18550.0,87489642.62,4.86,48.13,45.89,46.35,46.05,1.68,1.03,39.9,9.28,8523000000.0,8523000000.0,-0.02,-0.08,-5.34,10.12
635,002820,桂发祥,10.2,2.82,0.28,177098.0,178097340.8,5.24,10.25,9.73,9.73,9.92,3.41,8.84,20.06,2.1,2048856609.0,2043415246.0,0.0,0.0,-2.58,-25.55
636,601818,光大银行,3.29,2.81,0.09,1972043.0,641847569.0,4.06,3.3,3.17,3.19,3.2,2.73,0.42,3.93,0.45,194391462991.0,152678423196.0,-0.3,0.0,8.58,7.17
637,002750,龙津药业,10.29,2.8,0.28,57711.0,58900714.38,4.4,10.39,9.95,9.96,10.01,1.7,1.45,-126.93,7.17,4121145000.0,4097207383.0,-0.1,-0.39,-9.66,-7.55
638,002732,燕塘乳业,20.62,2.79,0.56,21038.0,43117500.0,4.19,20.74,19.9,19.9,20.06,2.95,1.35,28.66,2.54,3244557000.0,3216793737.0,0.05,0.05,4.14,-13.22
639,603536,惠发食品,6.63,2.79,0.18,50056.0,33179635.0,4.96,6.75,6.43,6.48,6.45,2.79,2.08,-24.51,3.39,1621978449.0,1594132449.0,-0.3,-0.3,-5.42,-16.92
640,688097,博众精工,28.77,2.79,0.78,6052.0,17163805.0,3.11,28.82,27.95,28.13,27.99,1.7,1.19,61.36,3.35,12782677578.0,1463377419.0,0.28,0.28,-10.76,0.59
641,603087,甘李药业,38.01,2.79,1.03,43879.0,165906456.0,3.65,38.15,36.8,36.95,36.98,1.76,1.48,109.2,2.23,21500478132.0,11283731918.0,0.29,0.24,1.47,16.67
642,000720,新能泰山,5.17,2.78,0.14,61671.0,31727304.0,4.17,5.21,5.0,5.03,5.03,2.09,0.49,-78.62,2.56,6496268222.0,6496268222.0,0.0,-0.19,-0.58,1.77
643,300832,新产业,54.35,2.78,1.47,31329.0,169865380.54,4.86,55.2,52.63,52.64,52.88,1.64,1.1,30.08,6.33,42725966307.0,15469224559.0,0.07,-0.11,-9.51,8.4
644,600986,浙文互联,7.4,2.78,0.2,866511.0,622252660.0,5.42,7.4,7.01,7.01,7.2,1.42,6.55,63.77,2.4,9785949507.0,9785949507.0,0.82,1.37,31.67,48.3
645,600015,华夏银行,5.92,2.78,0.16,631912.0,368711819.0,4.86,5.96,5.68,5.73,5.76,2.6,0.49,4.02,0.35,94216376531.0,75910304986.0,0.17,0.17,14.73,14.07
646,300017,网宿科技,9.25,2.78,0.25,2847321.0,2607942202.73,7.22,9.48,8.83,9.03,9.0,1.5,12.54,59.41,2.47,22544383744.0,20996154486.0,-0.54,-0.11,53.15,65.77
647,000533,顺钠股份,4.08,2.77,0.11,105954.0,43467528.4,4.79,4.18,3.99,4.0,3.97,2.6,1.55,68.28,3.9,2818529280.0,2794401792.0,0.0,0.0,-10.33,7.94
648,603578,三星新材,14.1,2.77,0.38,25512.0,35399353.0,3.5,14.14,13.66,13.66,13.72,1.59,1.41,15.53,2.54,2543034151.0,2543034151.0,0.36,-0.21,4.06,13.34
649,000900,现代投资,4.46,2.76,0.12,173425.0,76428010.23,3.23,4.46,4.32,4.32,4.34,3.07,1.14,9.23,0.64,6769514370.0,6769213320.0,0.22,0.45,1.83,6.7
650,688218,江苏北人,17.88,2.76,0.48,70657.0,125647821.0,9.6,18.48,16.81,17.49,17.4,4.62,6.0,869.97,2.44,2106187116.0,2106187116.0,0.06,0.17,-15.26,20.16
651,000665,湖北广电,5.96,2.76,0.16,185694.0,109518233.83,3.1,5.96,5.78,5.78,5.8,1.68,1.64,-17.57,1.18,6760127658.0,6759856686.0,0.17,0.17,-14.61,-8.87
652,000543,皖能电力,5.59,2.76,0.15,207534.0,115184090.66,4.96,5.65,5.38,5.4,5.44,1.15,0.92,25.18,0.99,12671766020.0,12671766020.0,0.18,0.0,26.19,24.78
653,834475,三友科技,6.71,2.76,0.18,2223.0,1477345.86,3.83,6.8,6.55,6.55,6.53,3.32,0.64,10.42,1.94,690861600.0,231768862.0,0.0,0.0,-2.04,2.13
654,600159,大龙地产,2.61,2.76,0.07,69328.0,18022726.0,4.33,2.64,2.53,2.54,2.54,2.11,0.84,63.39,0.96,2166308436.0,2166308436.0,0.38,0.0,-11.82,-13.58
655,688187,时代电气,47.84,2.75,1.28,30772.0,147192867.0,3.84,48.42,46.63,46.92,46.56,1.66,1.46,38.93,1.94,67752773870.0,10105773889.0,-0.1,0.15,-14.46,-12.33
656,002116,中国海诚,13.12,2.74,0.35,242480.0,314244077.31,6.34,13.29,12.48,12.57,12.77,2.89,5.82,27.1,3.3,5618255532.0,5463225912.0,-0.38,-0.3,16.21,28.5
